"","cod_mun","tot_vacinado","F","M","I","dose1_F","dose2_F","reforco_F","dose1_M","dose2_M","reforco_M","dose1_I","dose2_I","reforco_I"
"4819","430995",9192,4634,4558,0,1805,1687,1142,1864,1656,1038,0,0,0
"4820","431000",51018,26749,24269,0,10224,9387,7138,9836,8773,5660,0,0,0
"4821","431010",79781,42495,37286,0,17393,15675,9427,16080,13989,7217,0,0,0
"4822","431020",197609,105914,91695,0,41325,37374,27215,37747,32979,20969,0,0,0
"4823","431030",9127,4763,4364,0,1715,1630,1418,1655,1529,1180,0,0,0
"4824","431033",64181,34754,29427,0,13366,11660,9728,11981,10011,7435,0,0,0
"4825","431036",7871,4182,3689,0,1591,1467,1124,1490,1364,835,0,0,0
"4826","431040",15049,7867,7182,0,2850,2796,2221,2733,2683,1766,0,0,0
"4827","431041",4085,2069,2016,0,856,760,453,859,744,413,0,0,0
"4828","431043",17887,9023,8864,0,3377,3159,2487,3493,3172,2199,0,0,0
"4829","431046",4658,2347,2311,0,911,865,571,945,883,483,0,0,0
"4830","431050",18456,9587,8869,0,3497,3326,2764,3429,3207,2233,0,0,0
"4831","431053",14071,7390,6681,0,2799,2556,2035,2637,2354,1690,0,0,0
"4832","431055",7755,3810,3945,0,1422,1301,1087,1547,1369,1029,0,0,0
"4833","431057",5266,2559,2707,0,904,861,794,1001,938,768,0,0,0
"4834","431060",76984,40054,36930,0,15546,13763,10745,15229,12947,8754,0,0,0
"4835","431065",7863,4004,3859,0,1450,1364,1190,1486,1349,1024,0,0,0
"4836","431070",9254,4558,4696,0,1628,1525,1405,1760,1611,1325,0,0,0
"4837","431075",6486,3273,3213,0,1065,1002,1206,1086,1002,1125,0,0,0
"4838","431080",53949,28787,25162,0,11074,10162,7551,10361,9153,5648,0,0,0
"4839","431085",9644,4928,4716,0,1781,1636,1511,1814,1612,1290,0,0,0
"4840","431087",5307,2592,2715,0,1004,926,662,1077,998,640,0,0,0
"4841","431090",9351,4825,4526,0,1658,1587,1580,1609,1528,1389,0,0,0
"4842","431100",58736,31501,27235,0,11861,10622,9018,10931,9417,6887,0,0,0
"4843","431110",31750,16546,15204,0,5626,5378,5542,5412,5102,4690,0,0,0
"4844","431112",11118,5560,5558,0,1971,1869,1720,2051,1897,1610,0,0,0
"4845","431113",8644,4287,4357,0,1574,1413,1300,1685,1478,1194,0,0,0
"4846","431115",18390,9220,9170,0,3512,3229,2479,3668,3316,2186,0,0,0
"4847","431120",53930,28524,25406,0,10262,9536,8726,9732,8801,6873,0,0,0
"4848","431123",5701,2803,2898,0,1007,951,845,1085,996,817,0,0,0
"4849","431125",14103,7153,6950,0,2621,2438,2094,2714,2500,1736,0,0,0
"4850","431127",4893,2498,2395,0,872,835,791,865,798,732,0,0,0
"4851","431130",67143,34990,32153,0,13602,12642,8746,13259,11891,7003,0,0,0
"4852","431140",178661,97177,81484,0,40325,35564,21288,35913,30192,15379,0,0,0
"4853","431142",5651,2864,2787,0,1096,1024,744,1116,1003,668,0,0,0
"4854","431150",18354,9566,8788,0,3531,3247,2788,3502,3059,2227,0,0,0
"4855","431160",11125,5672,5453,0,2105,1953,1614,2149,1953,1351,0,0,0
"4856","431162",12432,6496,5936,0,2665,2404,1427,2618,2238,1080,0,0,0
"4857","431164",3665,1921,1744,0,707,674,540,674,617,453,0,0,0
"4858","431170",13413,7011,6402,0,2640,2429,1942,2568,2310,1524,0,0,0
"4859","431171",11221,5625,5596,0,2183,1961,1481,2273,1990,1333,0,0,0
"4860","431173",6767,3483,3284,0,1355,1237,891,1341,1195,748,0,0,0
"4861","431175",17542,9107,8435,0,3302,3090,2715,3210,2966,2259,0,0,0
"4862","431177",17986,9261,8725,0,3416,3136,2709,3420,3030,2275,0,0,0
"4863","431179",6570,3339,3231,0,1283,1188,868,1289,1199,743,0,0,0
"4864","431180",94859,49915,44944,0,19686,17721,12508,18447,16186,10311,0,0,0
"4865","431190",11472,5879,5593,0,2248,2070,1561,2233,1994,1366,0,0,0
"4866","431198",11196,5659,5537,0,2026,1896,1737,2116,1896,1525,0,0,0
"4867","431200",4976,2495,2480,1,943,876,676,952,886,642,0,0,1
"4868","431205",9699,5161,4538,0,1848,1736,1577,1714,1551,1273,0,0,0
"4869","431210",12949,6569,6380,0,2253,2160,2156,2325,2175,1880,0,0,0
"4870","431213",7099,3666,3433,0,1330,1231,1105,1294,1164,975,0,0,0
"4871","431215",11524,6173,5351,0,2309,2143,1721,2119,1919,1313,0,0,0
"4872","431217",4364,2235,2129,0,817,750,668,793,721,615,0,0,0
"4873","431220",10647,5464,5183,0,2069,1969,1426,2038,1910,1235,0,0,0
"4874","431225",18550,9765,8783,2,3847,3323,2595,3616,3063,2104,0,0,1
"4875","431230",11676,5886,5790,0,2278,2091,1517,2380,2092,1318,0,0,0
"4876","431235",4170,2106,2064,0,774,731,601,773,739,552,0,0,0
"4877","431237",6883,3292,3591,0,1262,1147,883,1429,1277,885,0,0,0
"4878","431238",6814,3502,3312,0,1237,1178,1087,1229,1132,951,0,0,0
"4879","431240",149915,76174,73741,0,30100,26635,19439,30589,26012,17140,0,0,0
"4880","431242",5641,2920,2721,0,1172,1080,668,1160,1021,540,0,0,0
"4881","431244",8247,4224,4023,0,1560,1371,1293,1563,1367,1093,0,0,0
"4882","431245",17902,9290,8612,0,3322,3135,2833,3249,3019,2344,0,0,0
"4883","431247",16326,8316,8010,0,3073,2907,2336,3120,2900,1990,0,0,0
"4884","431250",29484,14940,14544,0,5736,5311,3893,5855,5289,3400,0,0,0
"4885","431260",13706,7368,6338,0,2596,2447,2325,2367,2204,1767,0,0,0
"4886","431261",7271,3635,3636,0,1418,1272,945,1507,1289,840,0,0,0
"4887","431262",5060,2464,2596,0,881,825,758,962,870,764,0,0,0
"4888","431265",38458,20348,18110,0,8114,7431,4803,7587,6763,3760,0,0,0
"4889","431267",4352,2353,1999,0,961,776,616,837,673,489,0,0,0
"4890","431270",26899,14048,12851,0,5722,5120,3206,5569,4746,2536,0,0,0
"4891","431275",8710,4387,4323,0,1670,1543,1174,1715,1543,1065,0,0,0
"4892","431280",11747,6128,5619,0,2556,2236,1336,2432,2093,1094,0,0,0
"4893","431290",20621,10703,9918,0,4099,3858,2746,4001,3656,2261,0,0,0
"4894","431295",6216,3115,3101,0,1067,1008,1040,1111,1037,953,0,0,0
"4895","431300",9042,4635,4407,0,1624,1551,1460,1604,1504,1299,0,0,0
"4896","431301",7576,3815,3761,0,1358,1283,1174,1374,1302,1085,0,0,0
"4897","431303",14757,7610,7147,0,2609,2514,2487,2537,2426,2184,0,0,0
"4898","431306",42279,22353,19926,0,9010,8112,5231,8543,7380,4003,0,0,0
"4899","431308",6565,3281,3284,0,1186,1154,941,1247,1179,858,0,0,0
"4900","431310",16814,8579,8235,0,2919,2787,2873,2943,2732,2560,0,0,0
"4901","431320",52692,28300,24392,0,11280,10185,6835,10149,9057,5186,0,0,0
"4902","431330",61524,32498,29026,0,12557,11589,8352,11841,10627,6558,0,0,0
"4903","431333",5788,2891,2897,0,1051,990,850,1094,1029,774,0,0,0
"4904","431335",9464,4709,4755,0,1752,1678,1279,1840,1771,1144,0,0,0
"4905","431337",59899,31440,28459,0,12396,11069,7975,11914,10170,6375,0,0,0
"4906","431339",9401,4840,4561,0,1799,1685,1356,1778,1638,1145,0,0,0
"4907","431340",464050,252103,211946,1,106604,92260,53239,96063,77513,38370,1,0,0
"4908","431342",7523,3892,3631,0,1492,1390,1010,1438,1323,870,0,0,0
"4909","431344",5857,2919,2938,0,1024,976,919,1064,985,889,0,0,0
"4910","431346",5270,2672,2598,0,866,808,998,858,803,937,0,0,0
"4911","431349",11314,5613,5701,0,1950,1828,1835,2047,1896,1758,0,0,0
"4912","431350",109158,60211,48946,1,22676,20717,16818,19711,17069,12166,1,0,0
"4913","431360",9883,5090,4793,0,1814,1724,1552,1817,1698,1278,0,0,0
"4914","431365",33082,17212,15870,0,6711,5733,4768,6454,5357,4059,0,0,0
"4915","431370",77969,41620,36349,0,16105,14537,10978,14938,12922,8489,0,0,0
"4916","431380",17519,9124,8395,0,3405,3201,2518,3304,3066,2025,0,0,0
"4917","431390",89722,46932,42790,0,18771,17269,10892,18068,16159,8563,0,0,0
"4918","431395",23680,12267,11413,0,4752,4235,3280,4702,3991,2720,0,0,0
"4919","431400",19689,9938,9751,0,3763,3507,2668,3833,3543,2375,0,0,0
"4920","431402",15326,8003,7323,0,3131,2912,1960,2999,2730,1594,0,0,0
"4921","431403",9560,4991,4569,0,1965,1800,1226,1898,1704,967,0,0,0
"4922","431405",108450,57864,50586,0,23735,21024,13105,21924,18595,10067,0,0,0
"4923","431406",10831,5432,5399,0,1990,1884,1558,2053,1949,1397,0,0,0
"4924","431407",15095,7976,7119,0,2916,2746,2314,2760,2485,1874,0,0,0
"4925","431410",457759,248602,209157,0,96421,86552,65629,87067,74258,47832,0,0,0
"4926","431413",5560,2822,2738,0,1074,1016,732,1071,1016,651,0,0,0
"4927","431415",17122,8797,8325,0,3424,3208,2165,3457,3139,1729,0,0,0
"4928","431417",5590,2784,2806,0,990,916,878,1079,938,789,0,0,0
"4929","431420",20372,10668,9704,0,4100,3693,2875,3910,3451,2343,0,0,0
"4930","431430",8447,4412,4035,0,1681,1549,1182,1631,1464,940,0,0,0
"4931","431440",771385,422639,348746,0,157186,141648,123805,139673,120379,88694,0,0,0
"4932","431442",14032,7187,6845,0,2580,2433,2174,2538,2361,1946,0,0,0
"4933","431445",7148,3572,3576,0,1295,1300,977,1373,1336,867,0,0,0
"4934","431446",5852,2903,2949,0,1041,995,867,1085,1021,843,0,0,0
"4935","431447",10198,5104,5094,0,1788,1685,1631,1888,1734,1472,0,0,0
"4936","431449",11114,5648,5466,0,2062,2017,1569,2114,2049,1303,0,0,0
"4937","431450",32381,16713,15668,0,5695,5372,5646,5632,5230,4806,0,0,0
"4938","431454",6482,3330,3152,0,1259,1193,878,1266,1197,689,0,0,0
"4939","431455",7172,3492,3680,0,1185,1123,1184,1307,1225,1148,0,0,0
"4940","431460",42233,21630,20603,0,8167,7457,6006,8160,7260,5183,0,0,0
"4941","431470",23509,12322,11187,0,4697,4389,3236,4543,4083,2561,0,0,0
"4942","431475",6024,2995,3029,0,1074,1015,906,1156,1077,796,0,0,0
"4943","431477",8298,4176,4122,0,1647,1503,1026,1718,1510,894,0,0,0
"4944","431478",4806,2397,2409,0,853,816,728,885,840,684,0,0,0
"4945","431480",78542,41010,37532,0,16173,14610,10227,15629,13635,8268,0,0,0
"4946","431490",3521976,1953345,1568626,5,726247,662439,564659,627766,543494,397366,3,2,0
"4947","431500",11395,5833,5562,0,2159,2033,1641,2142,1983,1437,0,0,0
"4948","431505",5736,2960,2776,0,1095,1043,822,1064,988,724,0,0,0
"4949","431507",4849,2420,2429,0,845,803,772,872,820,737,0,0,0
"4950","431510",23671,12302,11369,0,4476,4298,3528,4349,4105,2915,0,0,0
"4951","431513",5265,2705,2560,0,932,893,880,949,892,719,0,0,0
"4952","431514",7520,3785,3735,0,1471,1390,924,1495,1371,869,0,0,0
"4953","431515",14210,7076,7134,0,2705,2539,1832,2906,2666,1562,0,0,0
"4954","431517",5336,2612,2724,0,887,852,873,985,913,826,0,0,0
"4955","431520",10255,5160,5095,0,1883,1792,1485,1933,1805,1357,0,0,0
"4956","431530",47981,25729,22252,0,9701,8692,7336,8969,7769,5514,0,0,0
"4957","431531",3734,1835,1899,0,687,649,499,739,678,482,0,0,0
"4958","431532",6133,2922,3211,0,1107,992,823,1233,1083,895,0,0,0
"4959","431535",10164,5306,4858,0,1904,1768,1634,1801,1671,1386,0,0,0
"4960","431540",16902,8790,8112,0,3798,3126,1866,3714,2893,1505,0,0,0
"4961","431545",5577,2927,2650,0,975,939,1013,926,873,851,0,0,0
"4962","431550",37475,19655,17820,0,7448,6945,5262,7150,6349,4321,0,0,0
"4963","431555",6678,3278,3400,0,1305,1187,786,1416,1248,736,0,0,0
"4964","431560",440095,233019,207075,1,93159,83908,55952,86615,74482,45978,1,0,0
"4965","431570",83703,44442,39261,0,16536,15217,12689,15504,13745,10012,0,0,0
"4966","431575",10524,5363,5161,0,2035,1933,1395,2066,1913,1182,0,0,0
"4967","431580",24469,13004,11465,0,5025,4659,3320,4716,4139,2610,0,0,0
"4968","431590",17230,8961,8269,0,3344,3106,2511,3283,2936,2050,0,0,0
"4969","431595",5808,2887,2919,2,973,921,993,1013,969,937,1,1,0
"4970","431600",45166,23901,21265,0,9770,8864,5267,9259,8002,4004,0,0,0
"4971","431610",24862,13067,11795,0,4682,4434,3951,4486,4141,3168,0,0,0
"4972","431620",15054,7841,7213,0,2736,2543,2562,2591,2407,2215,0,0,0
"4973","431630",16739,8611,8127,1,3297,3038,2276,3274,2973,1880,0,0,1
"4974","431640",83720,45096,38624,0,16992,15388,12716,15536,13458,9630,0,0,0
"4975","431642",6000,2958,3042,0,1156,1052,750,1218,1069,755,0,0,0
"4976","431643",6847,3673,3174,0,1339,1255,1079,1191,1113,870,0,0,0
"4977","431645",24354,12635,11719,0,4904,4511,3220,4809,4235,2675,0,0,0
"4978","431647",9064,4517,4547,0,1502,1448,1567,1542,1478,1527,0,0,0
"4979","431650",18227,9380,8847,0,3528,3251,2601,3520,3152,2175,0,0,0
"4980","431660",41428,21940,19488,0,7858,7589,6493,7403,6935,5150,0,0,0
"4981","431670",19584,10230,9354,0,3931,3563,2736,3812,3326,2216,0,0,0
"4982","431673",4901,2490,2411,0,891,857,742,916,859,636,0,0,0
"4983","431675",16269,8619,7650,0,3317,3133,2169,3186,2865,1599,0,0,0
"4984","431680",304784,165619,139165,0,64062,58298,43259,57563,50159,31443,0,0,0
"4985","431690",586988,318659,268329,0,123999,113551,81109,110932,95994,61403,0,0,0
"4986","431695",12897,6626,6271,0,2602,2379,1645,2622,2364,1285,0,0,0
"4987","431697",8558,4165,4393,0,1507,1424,1234,1637,1532,1224,0,0,0
"4988","431700",17151,8631,8520,0,3233,2982,2416,3386,3049,2085,0,0,0
"4989","431710",176627,95277,81349,1,36236,32020,27021,33249,28153,19947,1,0,0
"4990","431720",157090,84856,72234,0,34381,31179,19296,31091,27195,13948,0,0,0
"4991","431725",4686,2393,2293,0,837,803,753,834,762,697,0,0,0
"4992","431730",70416,36500,33916,0,13592,12096,10812,13378,11497,9041,0,0,0
"4993","431740",129398,69449,59949,0,25071,23037,21341,23061,20671,16217,0,0,0
"4994","431750",194735,103222,91513,0,38553,35875,28794,35857,32970,22686,0,0,0
"4995","431755",5153,2621,2532,0,999,915,707,1005,922,605,0,0,0
"4996","431760",92944,49387,43557,0,18865,17124,13398,17693,15426,10438,0,0,0
"4997","431770",24339,12397,11942,0,4800,4273,3324,4858,4237,2847,0,0,0
"4998","431775",4561,2400,2161,0,990,917,493,929,844,388,0,0,0
"4999","431780",30963,16227,14736,0,6418,5924,3885,6109,5442,3185,0,0,0
"5000","431790",36114,18670,17444,0,7231,6805,4634,7124,6588,3732,0,0,0
"5001","431795",5862,3033,2829,0,1133,1033,867,1107,987,735,0,0,0
"5002","431800",146524,76664,69860,0,28501,26137,22026,27453,24193,18214,0,0,0
"5003","431805",7828,4034,3794,0,1388,1328,1318,1350,1280,1164,0,0,0
"5004","431810",48484,25039,23445,0,8860,8315,7864,8838,8093,6514,0,0,0
"5005","431820",46567,24262,22305,0,9285,8293,6684,9058,7831,5416,0,0,0
"5006","431830",144362,76110,68252,0,28800,26422,20888,27504,23887,16861,0,0,0
"5007","431840",53297,28164,25133,0,10380,9558,8226,9886,8753,6494,0,0,0
"5008","431842",11236,5908,5328,0,2175,2063,1670,2115,1956,1257,0,0,0
"5009","431843",6634,3491,3143,0,1317,1213,961,1261,1138,744,0,0,0
"5010","431844",7225,3720,3505,0,1356,1305,1059,1306,1233,966,0,0,0
"5011","431845",6488,3294,3194,0,1143,1098,1053,1144,1076,974,0,0,0
"5012","431846",5064,2560,2504,0,982,891,687,1041,902,561,0,0,0
"5013","431848",10407,5415,4992,0,2067,1957,1391,1985,1826,1181,0,0,0
"5014","431849",7464,3726,3738,0,1234,1156,1336,1289,1182,1267,0,0,0
"5015","431850",56749,29138,27611,0,11169,10215,7754,11019,9785,6807,0,0,0
"5016","431860",17136,9167,7969,0,3471,3219,2477,3193,2899,1877,0,0,0
"5017","431861",5598,2872,2726,0,1061,1010,801,1075,977,674,0,0,0
"5018","431862",8821,4278,4543,0,1760,1551,967,1928,1659,956,0,0,0
"5019","431870",474170,255356,218814,0,101169,88749,65438,93123,76874,48817,0,0,0
"5020","431880",105173,54192,50981,0,19503,18335,16354,19349,17874,13758,0,0,0
"5021","431890",87753,46126,41627,0,17552,15872,12702,16753,14629,10245,0,0,0
"5022","431900",50457,26847,23610,0,10627,9718,6502,9975,8779,4856,0,0,0
"5023","431910",15424,8059,7365,0,2880,2825,2354,2746,2673,1946,0,0,0
"5024","431912",6554,3275,3279,0,1352,1164,759,1432,1148,699,0,0,0
"5025","431915",18194,9137,9057,0,3407,3114,2616,3572,3170,2315,0,0,0
"5026","431920",12941,6642,6299,0,2509,2374,1759,2520,2301,1478,0,0,0
"5027","431930",14078,7205,6873,0,2687,2533,1985,2705,2462,1706,0,0,0
"5028","431935",10184,5140,5044,0,1828,1724,1588,1877,1737,1430,0,0,0
"5029","431936",5477,2753,2724,0,890,911,952,913,893,918,0,0,0
"5030","431937",9234,4580,4654,0,1566,1488,1526,1642,1536,1476,0,0,0
"5031","431940",44624,23347,21277,0,8720,7996,6631,8365,7463,5449,0,0,0
"5032","431950",48754,26331,22423,0,10671,9483,6177,9641,8165,4617,0,0,0
"5033","431960",60524,31670,28854,0,11705,10722,9243,11291,9939,7624,0,0,0
"5034","431970",9145,4743,4402,0,1832,1695,1216,1802,1581,1019,0,0,0
"5035","431971",6099,3052,3047,0,1109,1045,898,1146,1053,848,0,0,0
"5036","431973",5604,2747,2857,0,1069,984,694,1151,1021,685,0,0,0
"5037","431975",5914,3003,2911,0,1156,1093,754,1180,1111,620,0,0,0
"5038","431980",20340,10512,9819,9,4241,3772,2499,4176,3555,2088,3,3,3
"5039","431990",178062,94599,83463,0,38504,34527,21568,36116,30974,16373,0,0,0
"5040","432000",313616,167165,146451,0,63478,57160,46526,59270,50571,36610,0,0,0
"5041","432010",50311,26471,23839,1,10324,9258,6889,9737,8523,5579,0,0,1
"5042","432020",25821,13685,12136,0,5250,4712,3723,4914,4258,2964,0,0,0
"5043","432023",7344,3730,3614,0,1363,1280,1087,1359,1266,989,0,0,0
"5044","432026",15977,8058,7919,0,2878,2727,2453,3047,2802,2070,0,0,0
"5045","432030",13720,7249,6471,0,2616,2422,2211,2476,2242,1753,0,0,0
"5046","432032",6336,3216,3120,0,1230,1139,847,1246,1148,726,0,0,0
"5047","432035",12547,6497,6050,0,2368,2207,1922,2335,2121,1594,0,0,0
"5048","432040",36921,19473,17448,0,7922,7269,4282,7507,6632,3309,0,0,0
"5049","432045",5618,2802,2816,0,1022,980,800,1067,985,764,0,0,0
"5050","432050",16176,8409,7767,0,2998,2809,2602,2882,2676,2209,0,0,0
"5051","432055",15480,7998,7482,0,3021,2718,2259,3035,2609,1838,0,0,0
"5052","432057",5381,2769,2612,0,939,901,929,930,858,824,0,0,0
"5053","432060",9582,4838,4744,0,1803,1715,1320,1816,1735,1193,0,0,0
"5054","432065",6980,3653,3327,0,1326,1231,1096,1276,1154,897,0,0,0
"5055","432067",18509,9296,9213,0,3655,3409,2232,3833,3460,1920,0,0,0
"5056","432070",32756,17600,15156,0,6777,6195,4628,6144,5459,3553,0,0,0
"5057","432080",63698,34065,29632,1,13656,12060,8349,12563,10632,6437,1,0,0
"5058","432085",10287,5320,4967,0,2110,1880,1330,2078,1796,1093,0,0,0
"5059","432090",54331,29282,25049,0,11388,10468,7426,10523,9216,5310,0,0,0
"5060","432100",23645,12422,11223,0,4819,4506,3097,4571,4164,2488,0,0,0
"5061","432110",33882,17668,16214,0,7285,6398,3985,6903,5917,3394,0,0,0
"5062","432120",104479,55848,48631,0,23247,19952,12649,21560,17471,9600,0,0,0
"5063","432130",56910,30271,26639,0,11525,10533,8213,10714,9397,6528,0,0,0
"5064","432132",8671,4454,4217,0,1589,1489,1376,1575,1440,1202,0,0,0
"5065","432135",12084,6190,5893,1,2290,2122,1778,2226,2058,1609,1,0,0
"5066","432140",36372,19615,16757,0,7396,6816,5403,6703,6001,4053,0,0,0
"5067","432143",23385,12073,11310,2,4753,4175,3145,4682,4001,2627,1,1,0
"5068","432145",71735,38560,33175,0,14925,14514,9121,13532,12838,6805,0,0,0
"5069","432146",6618,3503,3115,0,1302,1236,965,1230,1145,740,0,0,0
"5070","432147",12618,6390,6228,0,2402,2272,1716,2454,2262,1512,0,0,0
"5071","432149",8240,4066,4174,0,1375,1322,1369,1468,1395,1311,0,0,0
"5072","432150",92755,51002,41753,0,19136,17314,14552,16768,14422,10563,0,0,0
"5073","432160",110844,60478,50366,0,24302,21141,15035,21469,17577,11320,0,0,0
"5074","432162",5968,3044,2924,0,1076,1039,929,1087,1016,821,0,0,0
"5075","432163",7384,3726,3658,0,1287,1251,1188,1303,1240,1115,0,0,0
"5076","432166",24995,12995,12000,0,5099,4591,3305,4926,4358,2716,0,0,0
"5077","432170",49780,26225,23555,0,10351,9293,6581,9876,8566,5113,0,0,0
"5078","432180",56882,30385,26497,0,11510,10373,8502,10666,9504,6327,0,0,0
"5079","432183",7098,3674,3424,0,1283,1197,1194,1257,1149,1018,0,0,0
"5080","432185",10817,5654,5163,0,2161,1999,1494,2108,1885,1170,0,0,0
"5081","432190",64491,33861,30630,0,12948,12105,8808,12415,11143,7072,0,0,0
"5082","432195",16208,8336,7872,0,3243,3014,2079,3274,2938,1660,0,0,0
"5083","432200",64094,32931,31163,0,12525,11345,9061,12472,10969,7722,0,0,0
"5084","432210",16123,8558,7565,0,3012,2864,2682,2822,2580,2163,0,0,0
"5085","432215",10095,4947,5148,0,1787,1691,1469,1923,1794,1431,0,0,0
"5086","432218",4002,2014,1988,0,746,702,566,785,719,484,0,0,0
"5087","432220",44487,23512,20975,0,8575,7826,7111,8181,7235,5559,0,0,0
"5088","432225",10851,5544,5307,0,2325,2102,1117,2360,2032,915,0,0,0
"5089","432230",22318,11843,10475,0,4198,4058,3587,3936,3706,2833,0,0,0
"5090","432232",10360,5232,5128,0,1917,1797,1518,1969,1811,1348,0,0,0
"5091","432234",4897,2420,2477,0,942,871,607,1022,929,526,0,0,0
"5092","432235",2850,1337,1513,0,519,465,353,600,533,380,0,0,0
"5093","432237",5313,2715,2598,0,947,884,884,954,899,745,0,0,0
"5094","432240",262186,139101,123085,0,56370,48796,33935,52969,44154,25962,0,0,0
"5095","432250",133580,71559,62021,0,28071,25535,17953,26167,22351,13503,0,0,0
"5096","432252",8042,4143,3899,0,1576,1476,1091,1559,1460,880,0,0,0
"5097","432253",22877,11771,11106,0,4495,4156,3120,4504,4057,2545,0,0,0
"5098","432254",14634,7498,7136,0,2859,2616,2023,2871,2527,1738,0,0,0
"5099","432255",4705,2394,2311,0,892,833,669,893,829,589,0,0,0
"5100","432260",152240,80071,72169,0,31545,28782,19744,30396,26544,15229,0,0,0
"5101","432270",57887,31076,26811,0,12046,11014,8016,11119,9744,5948,0,0,0
"5102","432280",56382,30117,26265,0,11674,10892,7551,10782,9737,5746,0,0,0
"5103","432285",3981,1986,1995,0,772,723,491,809,755,431,0,0,0
"5104","432290",12610,6462,6148,0,2297,2180,1985,2283,2143,1722,0,0,0
"5105","432300",495374,265983,229390,1,94384,91802,79797,87787,81513,60090,0,0,1
"5106","432310",10152,5192,4960,0,2014,1882,1296,2040,1827,1093,0,0,0
"5107","432320",8041,4047,3994,0,1494,1407,1146,1525,1416,1053,0,0,0
"5108","432330",9618,4918,4700,0,1776,1722,1420,1765,1703,1232,0,0,0
"5109","432335",6008,2988,3020,0,1058,991,939,1098,1027,895,0,0,0
"5110","432340",12535,6207,6328,0,2161,2051,1995,2277,2145,1906,0,0,0
"5111","432345",12111,6124,5987,0,2049,1927,2148,2070,1927,1990,0,0,0
"5112","432350",7150,3679,3471,0,1349,1291,1039,1351,1256,864,0,0,0
"5113","432360",4087,2029,2058,0,725,695,609,775,714,569,0,0,0
"5114","432370",7177,3661,3516,0,1277,1171,1213,1287,1156,1073,0,0,0
"5115","432375",8553,4283,4270,0,1583,1480,1220,1657,1479,1134,0,0,0
"5116","432377",7742,4027,3715,0,1432,1383,1212,1408,1342,965,0,0,0
"5117","432380",41425,22058,19367,0,8657,7753,5648,8073,6912,4382,0,0,0
"5118","500000",3,3,0,0,1,1,1,0,0,0,0,0,0
