"","cod_mun","tot_vacinado","F","M","I","dose1_F","dose2_F","reforco_F","dose1_M","dose2_M","reforco_M","dose1_I","dose2_I","reforco_I"
"2965","316110",107252,55420,51832,0,23130,20398,11892,23318,19067,9447,0,0,0
"2966","316120",19839,9921,9918,0,3319,3156,3446,3410,3202,3306,0,0,0
"2967","316130",13920,6947,6973,0,2542,2382,2023,2651,2400,1922,0,0,0
"2968","316140",12503,6426,6077,0,2342,2167,1917,2308,2047,1722,0,0,0
"2969","316150",21511,11396,10115,0,4194,3917,3285,3903,3573,2639,0,0,0
"2970","316160",10400,5625,4775,0,2054,1892,1679,1846,1638,1291,0,0,0
"2971","316165",6617,3668,2949,0,1516,1340,812,1318,1072,559,0,0,0
"2972","316170",14900,7507,7393,0,2871,2609,2027,2958,2573,1862,0,0,0
"2973","316180",28894,15143,13751,0,5742,5237,4164,5582,4823,3346,0,0,0
"2974","316190",32834,17355,15479,0,6404,5856,5095,6039,5406,4034,0,0,0
"2975","316200",51416,26814,24602,0,10408,9614,6792,9981,8821,5800,0,0,0
"2976","316210",94535,49852,44683,0,20196,17747,11909,19133,16129,9421,0,0,0
"2977","316220",20355,10165,10190,0,3830,3657,2678,3988,3683,2519,0,0,0
"2978","316225",8739,4296,4443,0,2170,1911,215,2261,1960,222,0,0,0
"2979","316230",7774,3947,3827,0,1384,1328,1235,1389,1295,1143,0,0,0
"2980","316240",46986,23674,23312,0,9537,8418,5719,10024,8470,4818,0,0,0
"2981","316245",24778,12613,12165,0,5279,4613,2721,5339,4537,2289,0,0,0
"2982","316250",191543,103602,87937,4,39722,35445,28435,35997,30683,21257,3,1,0
"2983","316255",18396,9630,8766,0,4327,3686,1617,4162,3284,1320,0,0,0
"2984","316257",10968,6115,4853,0,2421,2111,1583,2048,1706,1099,0,0,0
"2985","316260",15898,8593,7305,0,3417,3005,2171,3088,2562,1655,0,0,0
"2986","316265",6690,3496,3194,0,1450,1325,721,1409,1223,562,0,0,0
"2987","316270",44137,23296,20841,0,9285,8498,5513,8753,7680,4408,0,0,0
"2988","316280",34861,18598,16263,0,7103,6478,5017,6639,5780,3844,0,0,0
"2989","316290",64083,34425,29658,0,12441,11427,10557,11331,10019,8307,0,0,0
"2990","316292",73786,38329,35457,0,14908,12540,10881,14623,11739,9095,0,0,0
"2991","316294",14962,7703,7259,0,3028,2773,1902,2931,2617,1711,0,0,0
"2992","316295",57983,31096,26887,0,12040,10976,8080,11018,9663,6206,0,0,0
"2993","316300",8338,4347,3991,0,1751,1528,1068,1696,1388,907,0,0,0
"2994","316310",12714,6385,6329,0,2428,2245,1712,2545,2247,1537,0,0,0
"2995","316320",11546,5762,5784,0,1977,1929,1856,2016,1957,1811,0,0,0
"2996","316330",8115,4270,3845,0,1722,1514,1034,1644,1379,822,0,0,0
"2997","316340",11831,6297,5534,0,2262,2082,1953,2111,1869,1554,0,0,0
"2998","316350",15155,7868,7287,0,2951,2757,2160,2981,2665,1641,0,0,0
"2999","316360",4939,2610,2329,0,1138,980,492,1068,887,374,0,0,0
"3000","316370",111057,60572,50485,0,22849,20916,16807,20302,17658,12525,0,0,0
"3001","316380",17608,8879,8729,0,3384,3006,2489,3486,3022,2221,0,0,0
"3002","316390",15023,7251,7772,0,2502,2368,2381,2791,2513,2468,0,0,0
"3003","316400",18982,9903,9079,0,3726,3379,2798,3665,3145,2269,0,0,0
"3004","316410",12855,6784,6071,0,2580,2347,1857,2458,2124,1489,0,0,0
"3005","316420",14973,7775,7198,0,3132,2799,1844,3114,2620,1464,0,0,0
"3006","316430",16894,8825,8069,0,3266,3018,2541,3130,2831,2108,0,0,0
"3007","316440",12121,6441,5680,0,2414,2265,1762,2234,2046,1400,0,0,0
"3008","316443",7227,3792,3435,0,1399,1329,1064,1340,1247,848,0,0,0
"3009","316447",12776,6851,5925,0,2763,2454,1634,2616,2142,1167,0,0,0
"3010","316450",17672,8990,8682,0,3608,3206,2176,3643,3104,1935,0,0,0
"3011","316460",22252,11339,10913,0,4466,3930,2943,4602,3816,2495,0,0,0
"3012","316470",155075,82154,72921,0,31180,28967,22007,29291,25913,17717,0,0,0
"3013","316480",4313,2234,2079,0,851,786,597,838,760,481,0,0,0
"3014","316490",5907,3013,2894,0,1113,1062,838,1125,1033,736,0,0,0
"3015","316500",24664,12702,11962,0,4832,4553,3317,4724,4372,2866,0,0,0
"3016","316510",21627,10989,10638,0,4025,3757,3207,4113,3689,2836,0,0,0
"3017","316520",16919,8345,8574,0,3149,2931,2265,3358,3007,2209,0,0,0
"3018","316530",19817,10385,9432,0,3725,3536,3124,3579,3340,2513,0,0,0
"3019","316540",14324,7651,6673,0,2853,2667,2131,2652,2410,1611,0,0,0
"3020","316550",11458,6096,5362,0,2425,2100,1571,2272,1878,1212,0,0,0
"3021","316553",95386,50008,45378,0,18595,17086,14327,17894,15996,11488,0,0,0
"3022","316555",20823,11022,9801,0,4659,4283,2080,4505,3871,1425,0,0,0
"3023","316556",7667,3984,3683,0,1376,1313,1295,1331,1259,1093,0,0,0
"3024","316557",14246,7322,6924,0,3062,2731,1529,3086,2620,1218,0,0,0
"3025","316560",6087,3132,2955,0,1166,1113,853,1125,1055,775,0,0,0
"3026","316570",20551,10462,10087,2,3555,3434,3473,3601,3386,3100,0,1,0
"3027","316580",4838,2326,2512,0,852,804,670,954,874,684,0,0,0
"3028","316590",11199,5566,5633,0,2063,1882,1621,2196,1958,1479,0,0,0
"3029","316600",15373,8032,7341,0,2850,2702,2480,2731,2558,2052,0,0,0
"3030","316610",7540,3981,3559,0,1570,1407,1004,1506,1280,773,0,0,0
"3031","316620",24630,12680,11950,0,4650,4205,3825,4579,4056,3315,0,0,0
"3032","316630",14540,7536,7004,0,3393,2888,1255,3283,2676,1045,0,0,0
"3033","316640",4743,2628,2115,0,933,893,802,776,746,593,0,0,0
"3034","316650",9788,5036,4752,0,1955,1801,1280,2008,1754,990,0,0,0
"3035","316660",2445,1204,1241,0,410,389,405,448,401,392,0,0,0
"3036","316670",16613,8602,8011,0,3458,3072,2072,3446,2864,1701,0,0,0
"3037","316680",28780,14324,14456,0,5725,5046,3553,6051,5175,3230,0,0,0
"3038","316690",20817,10645,10172,0,3809,3635,3201,3899,3568,2705,0,0,0
"3039","316695",9664,4957,4707,0,1890,1741,1326,1908,1699,1100,0,0,0
"3040","316700",5493,2909,2583,1,999,940,970,927,877,779,0,0,1
"3041","316710",47205,24663,22542,0,9166,8206,7291,9179,7586,5777,0,0,0
"3042","316720",411340,223036,188302,2,91384,78569,53083,80975,68052,39275,0,2,0
"3043","316730",6982,3431,3551,0,1243,1153,1035,1336,1228,987,0,0,0
"3044","316740",14321,7020,7301,0,2832,2484,1704,3050,2637,1614,0,0,0
"3045","316750",9709,4908,4801,0,1670,1604,1634,1687,1558,1556,0,0,0
"3046","316760",40594,20861,19733,0,8770,7108,4983,8673,6889,4171,0,0,0
"3047","316770",12587,6607,5980,0,2526,2256,1825,2397,2048,1535,0,0,0
"3048","316780",10717,5596,5121,0,2421,1777,1398,2281,1652,1188,0,0,0
"3049","316790",11172,5795,5377,0,2087,2000,1708,2045,1885,1447,0,0,0
"3050","316800",63892,34702,29190,0,14817,12859,7026,13252,10882,5056,0,0,0
"3051","316805",6828,3549,3279,0,1429,1289,831,1395,1233,651,0,0,0
"3052","316810",8617,4344,4273,0,1778,1538,1028,1817,1522,934,0,0,0
"3053","316820",5372,2582,2790,0,957,877,748,1074,939,777,0,0,0
"3054","316830",11519,5636,5883,0,2016,1943,1677,2188,2066,1629,0,0,0
"3055","316840",27000,14365,12635,0,5485,4979,3901,5070,4357,3208,0,0,0
"3056","316850",30519,16096,14423,0,6069,5504,4523,5714,4999,3710,0,0,0
"3057","316860",259689,140841,118848,0,62232,50406,28203,55868,42492,20488,0,0,0
"3058","316870",160424,87084,73339,1,34195,30160,22729,30139,25525,17675,1,0,0
"3059","316880",17055,9189,7866,0,3537,3212,2440,3208,2780,1878,0,0,0
"3060","316890",17569,9028,8541,0,3506,3227,2295,3503,3106,1932,0,0,0
"3061","316900",40555,21129,19426,0,7991,7200,5938,7785,6768,4873,0,0,0
"3062","316905",11792,5641,6151,0,1894,1831,1916,2094,2008,2049,0,0,0
"3063","316910",14029,7409,6620,0,2725,2630,2054,2592,2398,1630,0,0,0
"3064","316920",19690,10424,9266,0,4106,3678,2640,3871,3348,2047,0,0,0
"3065","316930",177527,93496,84031,0,35049,32329,26118,33291,29024,21716,0,0,0
"3066","316935",68425,35572,32853,0,13485,12366,9721,12951,11564,8338,0,0,0
"3067","316940",131102,69040,62060,2,26590,24289,18161,25266,22270,14524,0,0,1
"3068","316950",11587,6288,5299,0,2510,2183,1595,2293,1841,1165,0,0,0
"3069","316960",58783,30678,28105,0,11487,10345,8846,11105,9719,7281,0,0,0
"3070","316970",48154,24762,23392,0,8972,8199,7591,8873,7957,6562,0,0,0
"3071","316980",12665,6464,6201,0,2502,2252,1710,2506,2188,1507,0,0,0
"3072","316990",221907,118852,103055,0,46637,41394,30821,42957,36112,23986,0,0,0
"3073","317000",22301,11301,11000,0,5056,4450,1795,5177,4306,1517,0,0,0
"3074","317005",25693,13236,12457,0,5407,4695,3134,5385,4417,2655,0,0,0
"3075","317010",718759,386850,331906,3,148007,135190,103653,133904,117238,80764,1,1,1
"3076","317020",1711051,924746,786297,8,330874,322462,271410,292876,284658,208763,5,3,0
"3077","317030",7082,3572,3510,0,1608,1369,595,1654,1355,501,0,0,0
"3078","317040",166083,85608,80475,0,36376,31264,17968,35930,29078,15467,0,0,0
"3079","317043",10926,5264,5662,0,1959,1836,1469,2180,1999,1483,0,0,0
"3080","317047",7985,4032,3953,0,1671,1485,876,1740,1455,758,0,0,0
"3081","317050",29144,14710,14434,0,5184,4918,4608,5292,4878,4264,0,0,0
"3082","317052",21210,10652,10558,0,4173,3755,2724,4364,3694,2500,0,0,0
"3083","317057",14811,7674,7137,0,3112,2701,1861,3059,2528,1550,0,0,0
"3084","317060",5332,2653,2679,0,918,870,865,949,892,838,0,0,0
"3085","317065",9464,4717,4747,0,1921,1704,1092,2010,1776,961,0,0,0
"3086","317070",324237,171655,152582,0,66090,61814,43751,61840,54729,36013,0,0,0
"3087","317075",16227,8168,8059,0,3191,2817,2160,3339,2757,1963,0,0,0
"3088","317080",74508,37853,36655,0,15375,13593,8885,15671,13275,7709,0,0,0
"3089","317090",42107,21488,20619,0,8889,7560,5039,9170,7389,4060,0,0,0
"3090","317100",52323,26505,25818,0,9997,9293,7215,10016,9045,6757,0,0,0
"3091","317103",15708,8061,7647,0,3353,2870,1838,3357,2777,1513,0,0,0
"3092","317107",13981,6831,7150,0,2387,2286,2158,2582,2425,2143,0,0,0
"3093","317110",9530,4612,4918,0,1660,1564,1388,1823,1640,1455,0,0,0
"3094","317115",12307,6185,6122,0,2287,2190,1708,2345,2187,1590,0,0,0
"3095","317120",234355,127298,107054,3,50341,45105,31852,45352,38736,22966,0,1,1
"3096","317130",169235,89925,79310,0,39375,35475,15075,36370,30708,12232,0,0,0
"3097","317140",9876,5034,4842,0,1773,1700,1561,1786,1654,1402,0,0,0
"3098","317150",7499,4015,3484,0,1686,1392,937,1569,1213,702,0,0,0
"3099","317160",24778,13464,11314,0,5212,4609,3643,4699,3944,2671,0,0,0
"3100","317170",21707,11447,10260,0,4302,4058,3087,4109,3670,2481,0,0,0
"3101","317180",24637,13219,11418,0,5214,4539,3466,4740,3949,2729,0,0,0
"3102","317190",13433,7058,6375,0,2793,2360,1905,2655,2187,1533,0,0,0
"3103","317200",87330,46475,40855,0,18261,16400,11814,16992,14655,9208,0,0,0
"3104","317210",12121,6361,5760,0,2333,2157,1871,2216,1996,1548,0,0,0
"3105","317220",6973,3385,3588,0,1207,1123,1055,1329,1224,1035,0,0,0
"3106","320000",2,0,2,0,0,0,0,1,1,0,0,0,0
"3107","320010",73094,37837,35257,0,14712,13245,9880,14568,12578,8111,0,0,0
"3108","320013",21926,11129,10797,0,4128,3642,3359,4248,3603,2946,0,0,0
"3109","320016",26659,13781,12878,0,5499,4831,3451,5590,4590,2698,0,0,0
"3110","320020",75900,39152,36746,2,14551,13120,11481,14440,12474,9832,0,1,0
"3111","320030",36433,18935,17498,0,6937,6327,5671,6859,6023,4616,0,0,0
"3112","320035",16586,8874,7712,0,3452,2985,2437,3238,2614,1860,0,0,0
"3113","320040",75185,38857,36328,0,15346,13269,10242,15144,12563,8621,0,0,0
"3114","320050",19668,10258,9410,0,3835,3418,3005,3670,3150,2590,0,0,0
"3115","320060",207772,108013,99758,1,43132,37772,27109,42035,35597,22126,1,0,0
"3116","320070",25993,13518,12475,0,5507,4637,3374,5398,4259,2818,0,0,0
"3117","320080",63473,34549,28924,0,13173,11522,9854,11755,9879,7290,0,0,0
"3118","320090",91788,47535,44253,0,19327,16764,11444,19138,15768,9347,0,0,0
"3119","320100",34012,17477,16535,0,6964,5905,4608,6986,5678,3871,0,0,0
"3120","320110",20229,11287,8942,0,4298,3845,3144,3677,3122,2143,0,0,0
"3121","320115",28728,14153,14575,0,5927,5043,3183,6365,5265,2945,0,0,0
"3122","320120",420573,225920,194653,0,89539,77943,58438,82662,67958,44033,0,0,0
"3123","320130",791901,428042,363857,2,172303,149105,106634,157098,129414,77345,1,1,0
"3124","320140",86681,45852,40829,0,17705,15725,12422,16738,14234,9857,0,0,0
"3125","320150",272837,148768,124066,3,56448,52692,39628,50496,44960,28610,1,0,2
"3126","320160",56246,29928,26318,0,12187,10812,6929,11469,9646,5203,0,0,0
"3127","320170",32709,16671,16038,0,6551,6075,4045,6637,5916,3485,0,0,0
"3128","320180",11691,5932,5759,0,2273,2054,1605,2292,2024,1443,0,0,0
"3129","320190",96942,51041,45901,0,19103,17404,14534,18180,16029,11692,0,0,0
"3130","320200",16483,8534,7949,0,3406,2883,2245,3385,2752,1812,0,0,0
"3131","320210",49010,25283,23727,0,10236,8858,6189,10165,8423,5139,0,0,0
"3132","320220",38098,19616,18482,0,7640,6636,5340,7712,6420,4350,0,0,0
"3133","320225",33004,16406,16598,0,6063,5423,4920,6556,5611,4431,0,0,0
"3134","320230",63120,33593,29527,0,13392,11582,8619,12576,10302,6649,0,0,0
"3135","320240",235200,126580,108620,0,52034,46886,27660,47253,40683,20684,0,0,0
"3136","320245",52959,27488,25471,0,11013,9734,6741,10871,9118,5482,0,0,0
"3137","320250",31281,16463,14818,0,6325,5503,4635,6049,5130,3639,0,0,0
"3138","320255",19861,9919,9942,0,4394,3527,1998,4640,3509,1793,0,0,0
"3139","320260",34666,17915,16751,0,6569,5780,5566,6576,5589,4586,0,0,0
"3140","320265",26419,13524,12895,0,5571,4638,3315,5719,4477,2699,0,0,0
"3141","320270",36002,18464,17538,0,6667,6031,5766,6821,5904,4813,0,0,0
"3142","320280",85550,45113,40437,0,19354,16004,9755,18381,14301,7755,0,0,0
"3143","320290",28600,14499,14101,0,5289,4741,4469,5462,4713,3926,0,0,0
"3144","320300",65698,35037,30657,4,14068,12262,8707,13139,10691,6827,1,1,2
"3145","320305",63556,33130,30426,0,13729,11454,7947,13356,10556,6514,0,0,0
"3146","320310",28061,15117,12944,0,5773,5070,4274,5264,4400,3280,0,0,0
"3147","320313",40358,21322,19036,0,7700,7008,6614,7289,6427,5320,0,0,0
"3148","320316",30409,15417,14992,0,5550,5140,4727,5694,5095,4203,0,0,0
"3149","320320",337332,180417,156915,0,72367,61946,46104,67532,54700,34683,0,0,0
"3150","320330",27819,14484,13335,0,5640,4943,3901,5558,4638,3139,0,0,0
"3151","320332",78438,42396,36042,0,18012,14917,9467,16143,12657,7242,0,0,0
"3152","320334",42061,22047,20014,0,8462,7560,6025,8164,7021,4829,0,0,0
"3153","320335",30965,15569,15396,0,6218,5373,3978,6321,5385,3690,0,0,0
"3154","320340",55238,28918,26320,0,11293,9627,7998,10958,8911,6451,0,0,0
"3155","320350",46740,24321,22419,0,9633,8623,6065,9418,8059,4942,0,0,0
"3156","320360",13341,6760,6581,0,2627,2271,1862,2681,2205,1695,0,0,0
"3157","320370",43812,22246,21566,0,8212,7418,6616,8428,7326,5812,0,0,0
"3158","320380",33904,17505,16399,0,6625,5850,5030,6646,5616,4137,0,0,0
"3159","320390",126511,65969,60542,0,26586,23154,16229,25686,21280,13576,0,0,0
"3160","320400",47282,24378,22904,0,9316,8273,6789,9267,7872,5765,0,0,0
"3161","320405",40537,21623,18914,0,8754,7437,5432,8301,6637,3976,0,0,0
"3162","320410",51882,27254,24628,0,11014,9321,6919,10532,8521,5575,0,0,0
"3163","320420",44670,23979,20691,0,9997,8190,5792,9140,7165,4386,0,0,0
"3164","320425",18040,9378,8662,0,3581,3263,2534,3507,3070,2085,0,0,0
"3165","320430",30189,16193,13996,0,6295,5571,4327,5704,4830,3462,0,0,0
"3166","320435",54328,27475,26853,0,10624,9394,7457,10993,9266,6594,0,0,0
"3167","320440",29065,14911,14154,0,5686,4941,4284,5735,4759,3660,0,0,0
"3168","320450",30369,14665,15704,0,5308,4827,4530,5924,5260,4520,0,0,0
"3169","320455",87166,45736,41430,0,18849,16402,10485,18302,15075,8053,0,0,0
"3170","320460",57546,30844,26702,0,11203,10215,9426,10299,9010,7393,0,0,0
"3171","320465",20639,10658,9981,0,4112,3649,2897,4152,3463,2366,0,0,0
"3172","320470",75775,39561,36211,3,15997,13602,9962,15564,12550,8097,1,1,1
"3173","320480",28861,15044,13817,0,5733,5075,4236,5609,4723,3485,0,0,0
"3174","320490",238838,126336,112496,6,51424,43888,31024,48382,39575,24539,2,2,2
"3175","320495",31592,15812,15780,0,6059,5284,4469,6448,5361,3971,0,0,0
"3176","320500",1032994,561281,471713,0,233500,198996,128785,206751,169864,95098,0,0,0
"3177","320501",53302,28395,24907,0,11887,10045,6463,11337,8942,4628,0,0,0
"3178","320503",46057,23223,22834,0,8945,7989,6289,9322,7951,5561,0,0,0
"3179","320506",57141,30255,26886,0,11622,10358,8275,10908,9386,6592,0,0,0
"3180","320510",128186,69161,59025,0,28515,24966,15680,26161,21697,11167,0,0,0
"3181","320515",20320,10319,10001,0,4023,3605,2691,4174,3575,2252,0,0,0
"3182","320517",30879,15881,14998,0,6502,5535,3844,6521,5233,3244,0,0,0
"3183","320520",1001279,549432,451845,2,214912,188666,145854,187851,158267,105727,1,1,0
"3184","320530",903285,501639,401645,1,186801,167277,147561,158975,137781,104889,1,0,0
"3185","330000",11,4,7,0,2,2,0,4,2,1,0,0,0
"3186","330010",305921,158740,147176,5,67350,58229,33161,64906,53851,28419,3,1,1
"3187","330015",23427,12148,11279,0,4655,4279,3214,4509,3999,2771,0,0,0
"3188","330020",291019,157332,133687,0,64137,57793,35402,57117,50191,26379,0,0,0
"3189","330022",37122,19288,17834,0,7114,6383,5791,6915,6041,4878,0,0,0
"3190","330023",80549,42652,37897,0,19523,15047,8082,17924,13351,6622,0,0,0
"3191","330025",62717,33259,29457,1,14273,12288,6698,13177,10918,5362,0,1,0
"3192","330030",196653,106806,89847,0,42437,37396,26973,37968,32184,19695,0,0,0
"3193","330040",376901,205019,171881,1,82049,72181,50789,72473,61861,37547,0,0,1
"3194","330045",738196,401124,337064,8,183705,151095,66324,162367,126342,48355,8,0,0
"3195","330050",68496,35799,32697,0,14142,13085,8572,13482,12048,7167,0,0,0
"3196","330060",79807,42688,37119,0,16732,15226,10730,15545,13509,8065,0,0,0
"3197","330070",355191,197678,157513,0,83493,71552,42633,70617,57522,29374,0,0,0
"3198","330080",113512,59203,54309,0,24731,21510,12962,24035,19854,10420,0,0,0
"3199","330090",35971,18480,17491,0,7395,6551,4534,7178,6278,4035,0,0,0
"3200","330093",27810,14153,13657,0,6075,5261,2817,6018,5046,2593,0,0,0
"3201","330095",17205,9044,8161,0,3838,3250,1956,3610,2972,1579,0,0,0
"3202","330100",973481,526377,447102,2,219627,187628,119122,198725,159943,88434,1,1,0
"3203","330110",52250,27175,25075,0,9767,9045,8363,9430,8503,7142,0,0,0
"3204","330115",25595,13478,12115,2,5616,5088,2774,5300,4572,2243,2,0,0
"3205","330120",43984,23061,20923,0,8889,7933,6239,8394,7394,5135,0,0,0
"3206","330130",67003,36406,30593,4,15539,13364,7503,13864,11277,5452,3,1,0
"3207","330140",44163,22802,21359,2,8925,7699,6178,8889,7404,5066,2,0,0
"3208","330150",49273,26137,23136,0,9887,9181,7069,9265,8314,5557,0,0,0
"3209","330160",18905,9628,9277,0,4133,3428,2067,4068,3352,1857,0,0,0
"3210","330170",1603661,864896,738761,4,362314,310584,191998,329751,269009,140001,4,0,0
"3211","330180",32435,16940,15495,0,6336,5642,4962,6021,5300,4174,0,0,0
"3212","330185",107488,57952,49536,0,24089,20753,13110,21934,17863,9739,0,0,0
"3213","330187",83447,46196,37251,0,18292,15484,12420,15516,12773,8962,0,0,0
"3214","330190",402818,214605,188212,1,92141,79461,43003,85210,69897,33105,0,0,0
"3215","330200",233094,121135,111959,0,51330,42789,27016,49118,39907,22934,0,0,0
"3216","330205",29922,15954,13968,0,6697,5699,3558,6048,4969,2951,0,0,0
"3217","330210",47372,24827,22545,0,10083,8356,6388,9596,7687,5262,0,0,0
"3218","330220",217335,116404,100931,0,49623,42247,24534,44715,36943,19273,0,0,0
"3219","330225",69771,36764,33007,0,14285,12901,9578,13452,11739,7816,0,0,0
"3220","330227",160718,84946,75772,0,37372,30224,17350,35309,27371,13092,0,0,0
"3221","330230",11948,6151,5797,0,2821,2439,891,2739,2294,764,0,0,0
"3222","330240",441153,235109,206041,3,107038,81145,46926,96681,71443,37917,1,2,0
"3223","330245",17640,9311,8329,0,3697,3303,2311,3450,3011,1868,0,0,0
"3224","330250",468529,252087,216441,1,103740,88370,59977,95300,76851,44290,0,1,0
"3225","330260",122611,65567,57044,0,26557,23104,15906,24022,20264,12758,0,0,0
"3226","330270",325250,177281,147968,1,73335,66728,37218,64019,55776,28173,1,0,0
"3227","330280",44723,23849,20874,0,9006,8078,6765,8272,7287,5315,0,0,0
"3228","330285",274238,150113,124114,11,61308,53367,35438,54652,45439,24023,7,3,1
"3229","330290",78717,42401,36316,0,15333,14335,12733,13833,12582,9901,0,0,0
"3230","330300",56961,30362,26599,0,12626,10500,7236,11617,9393,5589,0,0,0
"3231","330310",30195,15769,14426,0,6496,5661,3612,6272,5131,3023,0,0,0
"3232","330320",296187,163145,133042,0,65500,55685,41960,56829,46540,29673,0,0,0
"3233","330330",1114877,616505,498369,3,231341,213283,171881,198247,176979,123143,1,1,1
"3234","330340",427810,230314,197493,3,90395,81014,58905,81997,71348,44148,0,2,1
"3235","330350",1319704,719818,599878,8,318309,268091,133418,278523,225242,96113,5,2,1
"3236","330360",76776,40711,36065,0,17415,14785,8511,16044,13280,6741,0,0,0
"3237","330370",81227,43141,38086,0,22045,16780,4316,20219,14571,3296,0,0,0
"3238","330380",63799,33038,30760,1,16651,13101,3286,15879,11858,3023,1,0,0
"3239","330385",67201,35507,31691,3,13922,12377,9208,13075,11110,7506,2,1,0
"3240","330390",697392,378618,318770,4,147927,135867,94824,132609,116952,69209,2,0,1
"3241","330395",60455,32322,28133,0,13357,10831,8134,12071,9575,6487,0,0,0
"3242","330400",80203,42254,37949,0,15972,14479,11803,15013,13185,9751,0,0,0
"3243","330410",43437,22308,21129,0,8886,7889,5533,8878,7402,4849,0,0,0
"3244","330411",41810,21609,20201,0,8998,7986,4625,8828,7549,3824,0,0,0
"3245","330412",27403,14072,13331,0,6119,5446,2507,6022,5123,2186,0,0,0
"3246","330414",309827,166833,142990,4,73087,59161,34585,66506,51214,25270,3,1,0
"3247","330415",54859,28289,26570,0,10970,9820,7499,10704,9427,6439,0,0,0
"3248","330420",307964,164610,143354,0,65592,57277,41741,59889,50729,32736,0,0,0
"3249","330430",132672,70923,61749,0,29522,25701,15700,27130,22671,11948,0,0,0
"3250","330440",47355,24567,22788,0,9513,8709,6345,9204,8131,5453,0,0,0
"3251","330450",22022,11451,10571,0,4604,4261,2586,4478,3982,2111,0,0,0
"3252","330452",269370,146338,123031,1,61762,53858,30718,54325,45199,23507,1,0,0
"3253","330455",16172402,8986128,7186241,33,3351231,3053803,2581093,2850763,2519663,1815813,17,9,3
"3254","330460",20340,10214,10126,0,4079,3535,2600,4221,3505,2400,0,0,0
"3255","330470",72630,37707,34923,0,16060,12711,8936,15650,11769,7504,0,0,0
"3256","330475",81431,41748,39683,0,18298,15460,7990,18239,14701,6743,0,0,0
"3257","330480",39980,20611,19369,0,10592,7204,2815,10017,6759,2593,0,0,0
"3258","330490",1837790,1008986,828797,7,397826,406275,204885,344820,332634,151343,3,3,1
"3259","330500",91255,48132,43123,0,19270,17263,11599,18251,15793,9079,0,0,0
"3260","330510",686945,370786,316152,7,172605,136736,61445,153776,115129,47247,6,1,0
"3261","330513",16011,8359,7652,0,3551,2990,1818,3344,2778,1530,0,0,0
"3262","330515",40265,21278,18987,0,8707,7663,4908,8280,6929,3778,0,0,0
"3263","330520",184413,99500,84907,6,42838,36319,20343,38233,30971,15703,2,2,1
"3264","330530",15145,7769,7376,0,3435,2685,1649,3416,2516,1444,0,0,0
"3265","330540",38108,19546,18562,0,7951,6948,4647,7929,6643,3990,0,0,0
"3266","330550",145639,79503,66136,0,34239,30401,14863,30547,25340,10249,0,0,0
"3267","330555",139762,74048,65711,3,30651,25786,17611,28629,23190,13892,2,1,0
"3268","330560",54346,28199,26147,0,11139,9951,7109,10851,9349,5947,0,0,0
"3269","330570",32557,16663,15894,0,6753,5980,3930,6773,5759,3362,0,0,0
"3270","330575",65230,34635,30595,0,14939,12614,7082,13818,11290,5487,0,0,0
"3271","330580",303425,165302,138121,2,77932,51918,35452,69838,42462,25821,1,1,0
"3272","330590",19064,9650,9414,0,4123,3464,2063,4154,3415,1845,0,0,0
"3273","330600",188677,102562,86115,0,41334,36894,24334,36992,31467,17656,0,0,0
"3274","330610",176398,94811,81587,0,35636,33065,26110,32656,29199,19732,0,0,0
"3275","330615",23834,12208,11626,0,4983,4362,2863,5064,4201,2361,0,0,0
"3276","330620",87002,46758,40244,0,18596,15985,12177,16916,14034,9294,0,0,0
"3277","330630",682141,370726,311414,1,136501,123607,110618,122268,106974,82172,0,0,1
"3278","350000",164,89,75,0,32,32,25,32,28,15,0,0,0
"3279","350010",84681,45432,39249,0,15709,15836,13887,14277,13863,11109,0,0,0
"3280","350020",15083,7761,7322,0,2526,2617,2618,2537,2580,2205,0,0,0
"3281","350030",78700,40847,37853,0,14208,14355,12284,14155,13651,10047,0,0,0
"3282","350040",25459,13416,12043,0,4640,4675,4101,4353,4333,3357,0,0,0
"3283","350050",44202,23178,21024,0,8545,8153,6480,8173,7475,5376,0,0,0
"3284","350055",20019,10428,9591,0,3699,3729,3000,3581,3469,2541,0,0,0
"3285","350060",12506,6957,5549,0,2309,2308,2340,1898,1918,1733,0,0,0
"3286","350070",88218,46551,41667,0,17624,16641,12286,16277,15416,9974,0,0,0
"3287","350075",16088,8135,7953,0,2943,2851,2341,3028,2840,2085,0,0,0
"3288","350080",15301,7819,7482,0,2542,2672,2605,2498,2661,2323,0,0,0
"3289","350090",9715,4546,5169,0,1525,1564,1457,1784,1818,1567,0,0,0
"3290","350100",54742,27993,26749,0,8853,9213,9927,8858,9048,8843,0,0,0
"3291","350110",11712,5667,6045,0,2019,2056,1592,2210,2216,1619,0,0,0
"3292","350115",54140,26913,27227,0,9663,9476,7774,10158,9853,7216,0,0,0
"3293","350120",14194,7084,7110,0,2387,2501,2196,2458,2581,2071,0,0,0
"3294","350130",70269,36980,33289,0,13194,13254,10532,12577,12264,8448,0,0,0
"3295","350140",12393,4978,7415,0,1797,1759,1422,2781,2581,2053,0,0,0
"3296","350150",7519,3891,3628,0,1379,1404,1108,1350,1313,965,0,0,0
"3297","350160",580791,307374,273417,0,113706,110901,82767,106336,100168,66913,0,0,0
